# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);45.641
# Site longitude (positive means East);5.875
# Site altitude (m);606
# Date beginning;2011-05-01
# Date end;2011-05-30
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2011-05-29;12:00;293.90;41.22;923.32;1.87;305.04;0.000000;0.000000;0.000000;966.0952
2011-05-29;13:00;294.54;40.64;923.17;1.93;299.10;0.000000;0.000000;0.000000;948.5566
2011-05-29;14:00;294.84;40.75;923.00;1.89;293.84;0.000000;0.000000;0.000000;877.8155
2011-05-29;15:00;294.78;41.46;922.84;1.72;288.76;0.000000;0.000000;0.000000;760.3087
2011-05-29;16:00;294.53;42.62;922.59;1.48;283.56;0.000000;0.000000;0.000000;606.4996
2011-05-29;17:00;293.95;45.21;922.35;1.22;279.82;0.000000;0.000000;0.000000;428.6512
2011-05-29;18:00;292.98;51.91;922.28;0.77;275.32;0.000000;0.000000;0.000000;244.1602
2011-05-29;19:00;291.01;62.61;922.39;0.35;262.13;0.000000;0.000000;0.000000;78.2965
2011-05-29;20:00;289.46;59.28;922.70;0.55;140.94;0.000000;0.000000;0.000000;1.1403
2011-05-29;21:00;288.28;62.99;923.08;1.46;144.63;0.000000;0.000000;0.000000;0.0000
2011-05-29;22:00;287.38;65.84;923.15;1.91;154.36;0.000000;0.000000;0.000000;0.0000
2011-05-29;23:00;286.98;65.96;923.04;2.02;160.42;0.000000;0.000000;0.000000;0.0000
2011-05-29;24:00;286.66;65.90;922.82;1.99;166.91;0.000000;0.000000;0.000000;0.0000
2011-05-30;01:00;286.36;65.88;922.49;1.90;172.69;0.000000;0.000000;0.000000;0.0000
2011-05-30;02:00;285.69;68.06;922.24;1.85;173.14;0.000000;0.000000;0.000000;0.0000
2011-05-30;03:00;285.10;70.14;922.05;1.83;169.35;0.000002;0.000000;0.000000;0.0000
2011-05-30;04:00;284.56;72.43;922.02;1.90;164.98;0.000029;0.000000;0.000000;0.0067
2011-05-30;05:00;284.54;75.51;922.19;1.92;161.30;0.000036;0.000000;0.000000;48.7263
2011-05-30;06:00;287.12;76.76;922.36;1.69;166.83;0.000047;0.000000;0.000000;201.6285
2011-05-30;07:00;289.84;61.53;922.41;2.16;182.88;0.000043;0.000000;0.000000;378.9106
2011-05-30;08:00;291.88;54.97;922.29;2.77;198.46;0.000048;0.000000;0.000000;544.9919
2011-05-30;09:00;293.55;50.50;921.98;3.07;206.80;0.000195;0.000000;0.000000;686.6632
2011-05-30;10:00;294.93;45.95;921.65;3.28;213.85;0.000207;0.000000;0.000000;788.2145
2011-05-30;11:00;296.11;41.33;921.31;3.46;219.85;0.000309;0.000000;0.000000;890.7211
2011-05-30;12:00;296.99;37.90;920.87;3.66;225.39;0.000296;0.000000;0.000000;945.9325
2011-05-30;13:00;297.40;36.24;920.61;4.05;230.42;0.001433;0.000000;0.000000;924.7731
2011-05-30;14:00;297.24;36.61;920.49;4.31;233.26;0.006104;0.000000;0.000000;801.4111
2011-05-30;15:00;296.70;38.75;920.40;4.23;233.60;0.017822;0.000000;0.000000;652.9852
2011-05-30;16:00;295.73;43.08;920.31;3.82;232.15;0.035746;0.000000;0.000000;446.0170
2011-05-30;17:00;294.68;49.19;920.16;3.23;229.47;0.046328;0.000000;0.000000;304.2136
2011-05-30;18:00;293.32;58.66;920.15;2.59;226.46;0.033041;0.000000;0.000000;176.8145
2011-05-30;19:00;290.89;73.00;920.30;2.12;222.20;0.021515;0.000000;0.000000;53.8764
2011-05-30;20:00;288.94;74.12;920.62;2.40;218.44;0.066157;0.000000;0.000000;0.8011
2011-05-30;21:00;288.02;78.23;921.02;2.28;214.89;0.222552;0.000000;0.000000;0.0000
2011-05-30;22:00;287.33;82.47;921.39;1.98;211.93;0.520794;0.000000;0.000000;0.0000
2011-05-30;23:00;286.91;84.10;921.61;2.01;207.99;0.738973;0.000000;0.000000;0.0000
2011-05-30;24:00;286.53;85.07;921.56;1.92;201.64;0.605980;0.000000;0.000000;0.0000
